"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"HDFCBANK","EQ","11-Sep-2026","693.80","683.90","709.00","681.90","708.25","708.25","693.30","3,14,11,934","21,77,79,65,303.50","4,14,216","1,34,08,691","47.31"
"HDFCBANK","EQ","10-Sep-2026","687.10","687.10","694.50","686.20","693.80","693.80","690.29","2,71,08,053","18,71,25,39,671.55","4,35,920","1,70,74,185","62.99"
"HDFCBANK","EQ","09-Sep-2026","703.00","698.00","700.00","687.10","687.10","687.10","693.47","3,91,73,990","27,16,61,63,430.35","5,25,234","2,61,63,697","66.79"
"HDFCBANK","EQ","08-Sep-2026","710.50","707.10","708.90","703.00","703.00","703.00","704.77","1,98,83,515","14,01,33,51,184.50","2,48,573","1,32,64,353","66.71"
"HDFCBANK","EQ","07-Sep-2026","712.10","712.10","713.00","707.05","710.50","710.50","710.44","1,21,80,390","8,65,34,15,620.75","1,90,729","76,66,610","62.94"
"HDFCBANK","EQ","04-Sep-2026","706.65","708.35","716.50","708.35","712.10","712.10","713.56","1,44,88,024","10,33,81,45,691.25","2,02,544","83,71,615","57.78"
"HDFCBANK","EQ","03-Sep-2026","700.80","705.00","712.60","705.00","706.65","706.65","708.33","2,77,70,641","19,67,06,39,968.70","2,93,146","1,65,90,339","59.74"
"HDFCBANK","EQ","02-Sep-2026","711.90","702.30","705.65","700.00","700.80","700.80","702.22","3,69,50,338","25,94,71,21,981.35","4,75,283","2,27,51,679","61.57"
"HDFCBANK","EQ","01-Sep-2026","709.00","705.05","715.45","698.50","711.90","711.90","707.88","4,44,17,092","31,44,20,10,162.85","5,09,180","1,85,68,849","41.81"
"HDFCBANK","EQ","31-Aug-2026","720.30","723.05","739.75","704.15","709.00","709.00","720.91","7,81,57,067","56,34,41,22,962.20","7,63,649","4,17,01,133","53.36"
"HDFCBANK","EQ","28-Aug-2026","711.00","710.85","720.30","707.00","720.30","720.30","715.16","1,64,94,301","11,79,60,10,616.70","2,21,663","87,35,071","52.96"
