"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"RELIANCE","EQ","24-Aug-2026","1,316.00","1,316.60","1,320.00","1,302.40","1,309.80","1,309.80","1,307.91","72,77,167","9,51,78,55,656.30","1,35,944","46,53,509","63.95"
"RELIANCE","EQ","21-Aug-2026","1,313.20","1,314.00","1,316.00","1,308.00","1,316.00","1,316.00","1,311.20","54,34,871","7,12,62,21,067.30","92,200","34,03,581","62.62"
"RELIANCE","EQ","20-Aug-2026","1,311.00","1,315.50","1,316.50","1,307.00","1,313.20","1,313.20","1,312.27","55,46,227","7,27,81,68,655.00","1,25,718","26,37,500","47.55"
"RELIANCE","EQ","19-Aug-2026","1,322.00","1,320.30","1,321.60","1,303.50","1,311.00","1,311.00","1,312.86","74,89,365","9,83,24,51,637.50","1,60,390","43,52,516","58.12"
"RELIANCE","EQ","18-Aug-2026","1,316.00","1,314.00","1,328.60","1,311.20","1,322.00","1,322.00","1,322.76","1,01,80,567","13,46,64,67,033.10","1,98,021","56,41,717","55.42"
"RELIANCE","EQ","17-Aug-2026","1,310.00","1,314.00","1,320.80","1,298.10","1,316.00","1,316.00","1,308.63","1,33,83,867","17,51,44,89,451.00","2,08,057","85,34,220","63.76"
"RELIANCE","EQ","14-Aug-2026","1,317.00","1,317.00","1,317.50","1,301.50","1,310.00","1,310.00","1,308.27","1,04,97,358","13,73,34,04,720.50","1,38,435","76,02,445","72.42"
"RELIANCE","EQ","13-Aug-2026","1,329.00","1,327.80","1,327.80","1,307.20","1,317.00","1,317.00","1,313.84","93,97,301","12,34,65,53,928.40","1,47,799","49,54,244","52.72"
"RELIANCE","EQ","12-Aug-2026","1,323.90","1,323.90","1,329.00","1,309.20","1,329.00","1,329.00","1,316.33","79,01,012","10,40,03,35,523.90","1,29,875","41,65,584","52.72"
"RELIANCE","EQ","11-Aug-2026","1,327.30","1,326.60","1,328.70","1,314.10","1,323.90","1,323.90","1,322.58","99,53,124","13,16,37,70,084.20","1,21,384","43,98,099","44.19"
"RELIANCE","EQ","10-Aug-2026","1,334.80","1,330.10","1,332.90","1,321.30","1,327.30","1,327.30","1,326.94","82,07,102","10,89,03,05,339.40","1,60,982","53,93,844","65.72"
"RELIANCE","EQ","07-Aug-2026","1,325.00","1,320.00","1,337.00","1,316.60","1,334.80","1,334.80","1,329.09","98,85,638","13,13,88,78,797.80","1,61,575","51,87,857","52.48"
"RELIANCE","EQ","06-Aug-2026","1,280.00","1,285.00","1,325.20","1,281.20","1,325.00","1,325.00","1,313.24","2,03,42,297","26,71,42,70,356.20","2,79,507","1,05,51,876","51.87"
"RELIANCE","EQ","05-Aug-2026","1,290.90","1,293.00","1,299.00","1,270.10","1,280.00","1,280.00","1,280.84","2,48,20,782","31,79,14,72,335.40","3,55,243","1,69,01,245","68.09"
"RELIANCE","EQ","04-Aug-2026","1,319.00","1,315.00","1,315.00","1,286.40","1,290.90","1,290.90","1,296.35","1,07,59,546","13,94,81,79,020.50","2,16,789","52,81,866","49.09"
"RELIANCE","EQ","03-Aug-2026","1,307.80","1,315.20","1,319.00","1,306.00","1,319.00","1,319.00","1,311.09","75,08,023","9,84,36,85,449.40","1,58,782","48,64,043","64.78"
"RELIANCE","EQ","31-Jul-2026","1,292.90","1,295.00","1,309.70","1,293.60","1,305.00","1,307.80","1,303.09","86,24,996","11,23,91,64,495.90","1,42,746","56,32,148","65.30"
"RELIANCE","EQ","30-Jul-2026","1,275.90","1,279.80","1,297.00","1,275.30","1,289.40","1,292.90","1,290.41","1,21,58,451","15,68,94,34,967.60","2,09,491","52,86,226","43.48"
"RELIANCE","EQ","29-Jul-2026","1,267.70","1,275.00","1,282.40","1,268.70","1,277.10","1,275.90","1,275.55","94,48,307","12,05,18,05,840.60","1,93,119","58,43,381","61.85"
"RELIANCE","EQ","28-Jul-2026","1,280.00","1,275.00","1,279.20","1,265.90","1,271.70","1,267.70","1,271.03","93,12,184","11,83,60,95,240.80","2,33,124","61,36,279","65.90"
"RELIANCE","EQ","27-Jul-2026","1,278.00","1,288.20","1,288.70","1,278.00","1,281.00","1,280.00","1,281.07","71,63,132","9,17,65,06,048.70","1,30,094","47,61,835","66.48"
"RELIANCE","EQ","24-Jul-2026","1,272.20","1,265.00","1,283.40","1,249.80","1,280.50","1,278.00","1,274.32","98,17,000","12,50,99,75,780.10","2,40,418","57,77,734","58.85"
"RELIANCE","EQ","23-Jul-2026","1,288.60","1,283.00","1,287.30","1,268.00","1,272.60","1,272.20","1,275.97","1,25,80,741","16,05,26,96,292.60","2,40,048","72,46,752","57.60"
"RELIANCE","EQ","22-Jul-2026","1,303.70","1,302.00","1,304.60","1,280.70","1,284.00","1,288.60","1,291.01","1,08,40,383","13,99,50,01,337.70","2,25,591","76,23,313","70.32"
"RELIANCE","EQ","21-Jul-2026","1,323.10","1,321.00","1,326.90","1,302.70","1,304.60","1,303.70","1,309.52","1,27,53,410","16,70,08,09,195.30","2,04,419","74,94,948","58.77"
"RELIANCE","EQ","20-Jul-2026","1,327.20","1,317.20","1,345.90","1,314.90","1,321.90","1,323.10","1,330.16","1,43,05,844","19,02,90,41,193.90","2,21,661","66,52,359","46.50"
"RELIANCE","EQ","17-Jul-2026","1,296.60","1,300.00","1,330.30","1,296.10","1,328.80","1,327.20","1,321.39","1,83,02,218","24,18,43,86,410.40","2,57,494","1,15,08,344","62.88"
"RELIANCE","EQ","16-Jul-2026","1,295.50","1,295.50","1,309.40","1,291.80","1,300.00","1,296.60","1,301.20","1,56,31,046","20,33,90,50,955.80","2,19,816","87,45,884","55.95"
"RELIANCE","EQ","15-Jul-2026","1,293.00","1,294.10","1,310.90","1,294.10","1,296.00","1,295.50","1,300.25","95,77,965","12,45,37,01,323.80","1,89,291","50,93,114","53.18"
"RELIANCE","EQ","14-Jul-2026","1,296.90","1,290.00","1,308.00","1,286.90","1,295.00","1,293.00","1,296.78","1,35,11,284","17,52,12,20,474.20","2,31,407","48,97,495","36.25"
"RELIANCE","EQ","13-Jul-2026","1,307.80","1,300.00","1,306.40","1,295.00","1,297.00","1,296.90","1,299.42","94,88,352","12,32,93,16,771.20","2,27,014","51,66,377","54.45"
"RELIANCE","EQ","10-Jul-2026","1,279.80","1,291.90","1,311.10","1,287.80","1,310.00","1,307.80","1,301.71","84,12,537","10,95,07,23,928.20","1,43,317","46,83,839","55.68"
"RELIANCE","EQ","09-Jul-2026","1,275.90","1,277.10","1,296.50","1,274.20","1,280.90","1,279.80","1,286.53","1,46,51,963","18,85,02,19,782.40","2,79,312","51,80,456","35.36"
"RELIANCE","EQ","08-Jul-2026","1,308.40","1,297.00","1,302.30","1,271.60","1,274.90","1,275.90","1,284.32","1,99,60,868","25,63,61,41,483.50","3,68,557","1,14,07,500","57.15"
"RELIANCE","EQ","07-Jul-2026","1,321.30","1,323.50","1,328.00","1,304.10","1,305.00","1,308.40","1,314.21","1,43,35,554","18,83,98,74,763.20","2,62,924","76,55,322","53.40"
"RELIANCE","EQ","06-Jul-2026","1,304.00","1,304.00","1,325.60","1,299.40","1,321.70","1,321.30","1,316.79","76,10,709","10,02,16,98,838.70","2,10,015","41,07,659","53.97"
"RELIANCE","EQ","03-Jul-2026","1,303.50","1,312.00","1,312.00","1,302.00","1,305.00","1,304.00","1,305.14","78,39,550","10,23,17,33,311.40","2,09,968","51,82,007","66.10"
"RELIANCE","EQ","02-Jul-2026","1,308.00","1,310.00","1,313.20","1,299.00","1,301.90","1,303.50","1,303.94","1,77,95,024","23,20,35,84,205.10","3,31,954","1,03,36,425","58.09"
"RELIANCE","EQ","01-Jul-2026","1,293.90","1,298.90","1,312.20","1,296.50","1,306.50","1,308.00","1,307.11","70,01,401","9,15,15,70,032.20","1,49,608","37,73,191","53.89"
"RELIANCE","EQ","30-Jun-2026","1,301.00","1,306.90","1,306.90","1,290.00","1,294.50","1,293.90","1,295.14","1,56,95,263","20,32,75,86,926.90","2,13,627","87,04,168","55.46"
"RELIANCE","EQ","29-Jun-2026","1,318.10","1,308.00","1,313.70","1,292.60","1,302.30","1,301.00","1,302.94","1,37,57,656","17,92,53,71,908.10","2,33,886","89,69,596","65.20"
"RELIANCE","EQ","25-Jun-2026","1,313.60","1,318.00","1,328.00","1,314.60","1,316.50","1,318.10","1,320.81","1,26,94,362","16,76,68,28,496.70","2,26,862","70,14,422","55.26"
"RELIANCE","EQ","24-Jun-2026","1,309.50","1,305.70","1,322.00","1,297.50","1,313.40","1,313.60","1,312.24","1,10,30,917","14,47,51,76,030.90","1,81,859","60,21,744","54.59"
"RELIANCE","BL","24-Jun-2026","1,534.00","1,309.50","1,309.50","1,309.50","1,309.50","1,309.50","1,309.50","7,19,579","94,22,88,700.50","1","-","-"
"RELIANCE","EQ","23-Jun-2026","1,326.50","1,328.90","1,333.00","1,304.00","1,306.00","1,309.50","1,318.19","1,54,00,184","20,30,04,11,366.40","1,84,704","84,79,383","55.06"
"RELIANCE","EQ","22-Jun-2026","1,309.50","1,316.70","1,344.90","1,314.10","1,324.70","1,326.50","1,333.48","1,29,31,213","17,24,35,20,821.40","2,61,143","57,82,937","44.72"
"RELIANCE","EQ","19-Jun-2026","1,328.10","1,328.00","1,338.20","1,305.30","1,311.50","1,309.50","1,317.76","2,48,87,034","32,79,50,56,305.40","2,71,929","1,40,95,366","56.64"
"RELIANCE","EQ","18-Jun-2026","1,332.70","1,330.00","1,333.90","1,322.00","1,331.00","1,328.10","1,327.75","1,54,94,549","20,57,28,97,900.80","2,10,055","62,34,754","40.24"
"RELIANCE","EQ","17-Jun-2026","1,328.80","1,333.00","1,334.00","1,317.00","1,332.10","1,332.70","1,328.97","1,00,29,170","13,32,84,74,070.80","2,23,240","50,03,254","49.89"
"RELIANCE","EQ","16-Jun-2026","1,307.00","1,313.40","1,333.40","1,306.40","1,328.60","1,328.80","1,326.71","1,85,13,223","24,56,16,59,086.40","2,68,584","87,33,475","47.17"
"RELIANCE","EQ","15-Jun-2026","1,293.00","1,315.30","1,325.00","1,303.30","1,306.50","1,307.00","1,311.06","1,86,33,321","24,42,93,12,588.70","2,20,103","1,06,30,134","57.05"
"RELIANCE","EQ","12-Jun-2026","1,263.00","1,277.00","1,297.00","1,262.50","1,296.40","1,293.00","1,277.16","1,19,88,785","15,31,16,01,155.20","1,96,811","61,80,742","51.55"
"RELIANCE","EQ","11-Jun-2026","1,258.80","1,258.00","1,276.00","1,253.20","1,264.50","1,263.00","1,265.78","1,31,17,486","16,60,37,91,532.60","2,08,052","52,12,340","39.74"
"RELIANCE","EQ","10-Jun-2026","1,269.20","1,275.00","1,300.50","1,254.40","1,258.70","1,258.80","1,274.15","2,10,12,796","26,77,34,74,717.20","3,07,301","93,17,948","44.34"
"RELIANCE","EQ","09-Jun-2026","1,263.30","1,269.00","1,274.20","1,257.50","1,272.30","1,269.20","1,264.75","2,36,20,214","29,87,37,31,086.30","2,73,651","1,18,24,048","50.06"
"RELIANCE","EQ","08-Jun-2026","1,291.00","1,277.00","1,282.60","1,259.20","1,262.80","1,263.30","1,271.90","1,64,94,759","20,97,96,89,703.10","3,03,591","99,36,414","60.24"
"RELIANCE","EQ","05-Jun-2026","1,303.70","1,304.50","1,306.00","1,288.00","1,291.40","1,291.00","1,294.80","1,77,85,223","23,02,83,93,410.00","3,56,802","1,16,37,226","65.43"
"RELIANCE","EQ","04-Jun-2026","1,313.20","1,301.00","1,311.20","1,293.10","1,308.00","1,303.70","1,303.16","2,34,74,327","30,59,07,35,365.60","3,18,716","95,10,596","40.51"
"RELIANCE","EQ","03-Jun-2026","1,314.60","1,315.00","1,324.00","1,301.00","1,312.60","1,313.20","1,309.61","2,00,12,293","26,20,82,26,472.80","3,80,780","1,08,65,825","54.30"
"RELIANCE","EQ","02-Jun-2026","1,320.00","1,307.70","1,327.80","1,300.30","1,321.00","1,314.60","1,313.43","2,33,02,785","30,60,65,99,536.00","3,62,323","97,05,177","41.65"
"RELIANCE","EQ","01-Jun-2026","1,321.20","1,332.50","1,335.50","1,318.50","1,320.20","1,320.00","1,324.32","1,07,00,603","14,17,09,74,474.50","2,12,031","64,60,846","60.38"
"RELIANCE","EQ","29-May-2026","1,350.50","1,364.00","1,369.00","1,317.00","1,321.90","1,321.20","1,330.58","4,26,34,247","56,72,84,19,201.10","3,09,971","3,15,51,860","74.01"
"RELIANCE","EQ","27-May-2026","1,356.30","1,353.00","1,361.00","1,348.60","1,352.00","1,350.50","1,354.62","1,32,15,138","17,90,14,99,784.80","2,30,257","46,98,429","35.55"
"RELIANCE","EQ","26-May-2026","1,367.00","1,360.10","1,368.50","1,352.40","1,357.00","1,356.30","1,359.22","1,37,69,747","18,71,61,37,070.80","1,48,444","50,55,467","36.71"
"RELIANCE","EQ","25-May-2026","1,354.50","1,366.80","1,371.10","1,357.00","1,366.40","1,367.00","1,363.11","67,50,071","9,20,10,71,110.90","1,39,554","39,21,477","58.10"
"RELIANCE","EQ","22-May-2026","1,349.60","1,350.00","1,367.40","1,349.10","1,358.00","1,354.50","1,357.24","71,05,813","9,64,43,25,563.80","1,63,887","40,83,826","57.47"
"RELIANCE","EQ","21-May-2026","1,359.70","1,367.20","1,370.90","1,345.20","1,349.00","1,349.60","1,352.83","1,71,50,630","23,20,18,23,031.70","2,75,605","66,76,740","38.93"
"RELIANCE","EQ","20-May-2026","1,322.70","1,318.70","1,362.90","1,312.60","1,360.30","1,359.70","1,345.23","1,32,48,515","17,82,23,10,858.20","2,27,919","69,57,215","52.51"
"RELIANCE","EQ","19-May-2026","1,335.90","1,338.70","1,344.00","1,318.40","1,322.80","1,322.70","1,332.15","2,16,65,501","28,86,16,86,347.30","3,39,757","93,43,867","43.13"
"RELIANCE","EQ","18-May-2026","1,336.40","1,334.00","1,342.00","1,318.70","1,335.00","1,335.90","1,333.44","1,30,22,473","17,36,47,34,585.60","2,24,065","74,74,197","57.39"
"RELIANCE","EQ","15-May-2026","1,361.80","1,356.80","1,364.80","1,329.20","1,339.00","1,336.40","1,339.37","1,99,76,192","26,75,55,67,751.40","2,76,450","1,34,47,636","67.32"
"RELIANCE","EQ","14-May-2026","1,358.80","1,365.20","1,378.00","1,358.40","1,368.50","1,361.80","1,365.93","1,73,03,059","23,63,46,93,081.40","3,12,686","80,49,788","46.52"
"RELIANCE","EQ","13-May-2026","1,364.00","1,361.40","1,372.40","1,352.40","1,361.20","1,358.80","1,360.83","1,37,97,989","18,77,67,83,797.90","2,53,418","84,19,138","61.02"
"RELIANCE","EQ","12-May-2026","1,388.20","1,392.00","1,393.50","1,360.30","1,366.50","1,364.00","1,375.76","2,43,57,500","33,50,99,95,739.50","4,05,245","1,02,40,938","42.04"
"RELIANCE","EQ","11-May-2026","1,435.20","1,420.00","1,428.00","1,382.00","1,385.30","1,388.20","1,402.78","1,52,61,787","21,40,89,32,295.60","2,40,591","93,76,027","61.43"
"RELIANCE","EQ","08-May-2026","1,436.20","1,426.00","1,442.80","1,417.50","1,436.00","1,435.20","1,428.37","86,63,105","12,37,41,31,086.60","1,73,992","46,35,608","53.51"
"RELIANCE","EQ","07-May-2026","1,437.90","1,438.80","1,449.50","1,430.30","1,435.50","1,436.20","1,438.64","1,98,16,903","28,50,93,73,904.50","2,86,996","42,61,570","21.50"
"RELIANCE","EQ","06-May-2026","1,463.60","1,463.00","1,473.30","1,427.50","1,438.70","1,437.90","1,444.41","1,42,21,786","20,54,20,51,719.10","2,82,129","67,69,167","47.60"
"RELIANCE","EQ","05-May-2026","1,463.10","1,460.00","1,473.40","1,450.00","1,462.50","1,463.60","1,461.45","2,35,43,341","34,40,75,23,385.10","3,12,401","1,05,44,782","44.79"
"RELIANCE","EQ","04-May-2026","1,430.80","1,433.40","1,467.40","1,433.40","1,467.20","1,463.10","1,454.00","2,40,35,700","34,94,78,63,091.00","4,17,403","1,66,91,429","69.44"
"RELIANCE","EQ","30-Apr-2026","1,425.40","1,409.00","1,437.00","1,393.10","1,436.00","1,430.80","1,416.42","3,09,57,881","43,84,94,30,496.90","3,64,569","1,62,83,197","52.60"
"RELIANCE","EQ","29-Apr-2026","1,388.90","1,392.00","1,433.80","1,391.30","1,430.00","1,425.40","1,418.23","3,05,42,143","43,31,58,58,969.90","3,77,101","2,05,07,763","67.15"
"RELIANCE","EQ","28-Apr-2026","1,365.80","1,358.00","1,395.20","1,357.00","1,393.00","1,388.90","1,380.39","4,10,27,699","56,63,43,60,964.60","3,71,160","2,68,85,393","65.53"
"RELIANCE","EQ","27-Apr-2026","1,327.80","1,313.00","1,371.60","1,311.00","1,370.00","1,365.80","1,346.48","2,46,73,098","33,22,17,15,766.80","3,01,732","1,59,84,680","64.79"
"RELIANCE","EQ","24-Apr-2026","1,343.40","1,340.00","1,345.90","1,325.00","1,331.00","1,327.80","1,333.01","1,17,44,802","15,65,59,32,416.20","1,97,088","80,24,498","68.32"
"RELIANCE","T0","23-Apr-2026","1,362.10","1,346.00","1,346.00","1,346.00","1,346.00","1,343.40","1,346.00","1","1,346.00","1","1","100.00"
"RELIANCE","EQ","23-Apr-2026","1,362.10","1,346.00","1,355.50","1,340.70","1,344.40","1,343.40","1,347.84","1,63,85,079","22,08,44,84,854.70","2,09,218","80,10,941","48.89"
"RELIANCE","EQ","22-Apr-2026","1,353.30","1,350.30","1,366.00","1,349.10","1,362.00","1,362.10","1,360.40","95,25,953","12,95,91,00,398.90","1,53,909","58,74,226","61.67"
"RELIANCE","EQ","21-Apr-2026","1,363.30","1,359.00","1,369.80","1,350.10","1,354.90","1,353.30","1,356.60","2,72,93,629","37,02,64,49,570.40","2,97,701","1,30,24,765","47.72"
"RELIANCE","EQ","20-Apr-2026","1,365.00","1,363.20","1,373.00","1,352.80","1,361.10","1,363.30","1,365.92","1,36,14,733","18,59,65,70,380.60","2,40,331","59,36,535","43.60"
"RELIANCE","EQ","17-Apr-2026","1,343.30","1,340.00","1,368.40","1,340.00","1,364.90","1,365.00","1,359.14","1,38,69,105","18,85,00,89,777.30","2,26,433","60,45,217","43.59"
"RELIANCE","EQ","16-Apr-2026","1,344.10","1,352.00","1,353.80","1,330.00","1,345.90","1,343.30","1,338.46","3,02,11,012","40,43,61,95,396.30","3,33,177","82,52,499","27.32"
"RELIANCE","EQ","15-Apr-2026","1,315.10","1,337.00","1,347.00","1,334.20","1,342.90","1,344.10","1,340.02","1,53,13,779","20,52,08,18,325.60","2,59,818","78,05,326","50.97"
"RELIANCE","EQ","13-Apr-2026","1,350.20","1,321.20","1,327.60","1,310.00","1,314.00","1,315.10","1,316.46","2,87,53,269","37,85,25,16,273.60","4,56,747","1,42,44,342","49.54"
"RELIANCE","EQ","10-Apr-2026","1,330.00","1,337.00","1,352.30","1,331.50","1,350.00","1,350.20","1,346.97","1,93,64,461","26,08,33,04,335.70","2,28,260","1,12,81,336","58.26"
"RELIANCE","EQ","09-Apr-2026","1,347.80","1,346.00","1,350.00","1,326.30","1,330.00","1,330.00","1,333.26","2,07,25,390","27,63,22,49,237.20","2,77,395","75,04,004","36.21"
"RELIANCE","EQ","08-Apr-2026","1,304.60","1,349.00","1,350.60","1,326.20","1,349.40","1,347.80","1,343.02","2,18,17,543","29,30,14,22,736.40","4,34,059","1,04,68,433","47.98"
"RELIANCE","EQ","07-Apr-2026","1,304.70","1,295.00","1,308.30","1,291.00","1,307.30","1,304.60","1,298.73","2,83,88,922","36,86,96,41,751.60","3,64,146","1,30,97,750","46.14"
"RELIANCE","EQ","06-Apr-2026","1,350.50","1,359.00","1,359.00","1,290.00","1,306.00","1,304.70","1,306.37","2,92,74,881","38,24,37,83,551.00","5,84,670","1,45,16,258","49.59"
"RELIANCE","EQ","02-Apr-2026","1,369.20","1,357.00","1,358.20","1,328.00","1,350.90","1,350.50","1,346.65","2,12,80,051","28,65,68,73,097.20","3,35,321","81,75,832","38.42"
"RELIANCE","EQ","01-Apr-2026","1,343.90","1,384.20","1,384.40","1,362.90","1,369.50","1,369.20","1,372.02","1,44,04,619","19,76,33,87,955.30","2,41,179","72,82,785","50.56"
"RELIANCE","EQ","30-Mar-2026","1,348.10","1,335.00","1,365.00","1,334.10","1,348.30","1,343.90","1,347.25","2,43,93,861","32,86,45,44,984.70","4,26,526","1,14,25,618","46.84"
"RELIANCE","EQ","27-Mar-2026","1,413.10","1,401.00","1,404.70","1,345.00","1,348.00","1,348.10","1,359.97","2,32,66,517","31,64,17,34,742.50","5,46,051","1,25,76,544","54.05"
"RELIANCE","EQ","25-Mar-2026","1,411.80","1,420.00","1,430.50","1,408.40","1,413.80","1,413.10","1,418.75","1,90,41,331","27,01,49,40,455.50","3,13,024","90,35,741","47.45"
"RELIANCE","EQ","24-Mar-2026","1,407.80","1,420.00","1,422.40","1,406.60","1,414.00","1,411.80","1,413.20","1,86,20,893","26,31,50,89,062.40","3,04,313","94,06,770","50.52"
"RELIANCE","EQ","23-Mar-2026","1,414.40","1,400.00","1,415.60","1,391.00","1,404.00","1,407.80","1,404.46","1,89,79,554","26,65,59,71,496.80","3,85,355","1,23,47,858","65.06"
"RELIANCE","EQ","20-Mar-2026","1,384.80","1,398.00","1,430.00","1,396.10","1,413.60","1,414.40","1,418.94","2,29,94,918","32,62,84,66,606.50","3,15,139","1,29,00,815","56.10"
"RELIANCE","EQ","19-Mar-2026","1,408.10","1,388.00","1,415.70","1,376.10","1,392.00","1,384.80","1,394.72","1,64,98,373","23,01,06,87,830.50","3,05,792","69,33,893","42.03"
"RELIANCE","EQ","18-Mar-2026","1,397.60","1,397.20","1,412.90","1,397.20","1,407.20","1,408.10","1,408.59","95,59,327","13,46,51,78,867.70","2,12,371","52,94,209","55.38"
"RELIANCE","EQ","17-Mar-2026","1,395.10","1,399.00","1,405.90","1,388.20","1,394.80","1,397.60","1,398.21","1,90,07,744","26,57,68,82,526.60","2,73,340","67,26,169","35.39"
"RELIANCE","EQ","16-Mar-2026","1,380.70","1,380.00","1,397.30","1,363.50","1,394.00","1,395.10","1,384.52","2,28,37,802","31,61,93,78,231.50","2,93,132","1,22,05,501","53.44"
"RELIANCE","EQ","13-Mar-2026","1,392.20","1,385.20","1,400.80","1,378.40","1,382.10","1,380.70","1,388.25","1,72,65,090","23,96,82,36,254.70","3,15,335","82,82,491","47.97"
"RELIANCE","EQ","12-Mar-2026","1,390.20","1,390.00","1,410.90","1,381.10","1,390.00","1,392.20","1,397.56","2,09,39,959","29,26,48,77,793.70","3,70,385","89,71,814","42.85"
"RELIANCE","EQ","11-Mar-2026","1,408.80","1,424.90","1,434.00","1,383.60","1,386.80","1,390.20","1,402.95","2,18,48,087","30,65,16,92,543.40","3,58,595","98,37,323","45.03"
"RELIANCE","EQ","10-Mar-2026","1,424.00","1,430.60","1,431.50","1,400.60","1,410.90","1,408.80","1,410.92","1,80,71,259","25,49,71,67,382.50","2,66,712","61,33,565","33.94"
"RELIANCE","EQ","09-Mar-2026","1,404.80","1,375.00","1,429.40","1,370.00","1,418.60","1,424.00","1,404.08","2,48,70,822","34,92,05,85,822.30","3,63,998","1,17,23,015","47.14"
"RELIANCE","EQ","06-Mar-2026","1,389.40","1,396.50","1,424.30","1,390.30","1,407.00","1,404.80","1,412.87","1,93,11,971","27,28,52,57,299.50","2,91,792","1,07,43,452","55.63"
"RELIANCE","EQ","05-Mar-2026","1,345.00","1,353.10","1,399.00","1,353.10","1,386.40","1,389.40","1,383.03","2,59,57,532","35,89,99,97,226.10","3,39,169","1,26,18,188","48.61"
"RELIANCE","EQ","04-Mar-2026","1,358.00","1,330.00","1,352.80","1,307.00","1,345.20","1,345.00","1,334.60","3,24,95,007","43,36,79,43,821.30","6,43,399","2,07,14,128","63.75"
"RELIANCE","EQ","02-Mar-2026","1,393.90","1,375.50","1,378.60","1,341.50","1,360.00","1,358.00","1,358.19","2,37,28,722","32,22,81,24,369.60","3,84,813","1,01,06,057","42.59"
"RELIANCE","EQ","27-Feb-2026","1,406.80","1,398.00","1,410.40","1,388.10","1,394.90","1,393.90","1,397.46","1,20,31,440","16,81,35,12,507.20","1,95,405","73,76,442","61.31"
"RELIANCE","EQ","26-Feb-2026","1,398.50","1,398.50","1,412.90","1,391.90","1,409.00","1,406.80","1,404.01","1,66,83,858","23,42,42,95,896.50","2,42,404","38,27,331","22.94"
"RELIANCE","EQ","25-Feb-2026","1,428.80","1,435.00","1,440.50","1,393.50","1,400.80","1,398.50","1,414.07","1,07,28,792","15,17,13,07,392.70","2,04,165","50,11,078","46.71"
"RELIANCE","EQ","24-Feb-2026","1,428.00","1,425.30","1,433.30","1,415.00","1,431.10","1,428.80","1,424.96","1,25,29,409","17,85,39,17,144.10","1,96,324","50,07,284","39.96"
