"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"TITAN","EQ","11-Sep-2026","5,021.00","4,964.00","5,015.00","4,943.00","5,009.50","5,009.50","4,984.28","4,03,235","2,00,98,36,789.50","33,149","1,64,874","52.36"
"TITAN","EQ","10-Sep-2026","5,005.00","5,000.50","5,021.00","4,974.50","5,021.00","5,021.00","5,005.41","3,36,565","1,68,46,46,036.50","27,454","1,98,808","59.07"
"TITAN","EQ","09-Sep-2026","4,987.00","5,010.00","5,019.00","4,968.00","5,005.00","5,005.00","4,995.55","5,02,050","2,50,80,16,777.50","57,949","3,26,646","65.06"
"TITAN","EQ","08-Sep-2026","4,995.00","4,975.00","5,015.50","4,969.00","4,987.00","4,987.00","4,991.28","4,32,671","2,15,95,83,986.50","37,945","2,47,156","57.12"
"TITAN","EQ","07-Sep-2026","5,020.00","5,010.00","5,028.00","4,958.50","4,995.00","4,995.00","4,982.27","4,80,336","2,39,31,61,957.50","40,115","2,98,271","62.10"
"TITAN","EQ","04-Sep-2026","5,027.00","5,010.00","5,022.00","4,980.00","5,020.00","5,020.00","5,001.78","3,10,845","1,55,47,78,536.00","34,506","1,63,490","52.60"
"TITAN","EQ","03-Sep-2026","5,074.00","5,057.50","5,072.50","4,952.00","5,027.00","5,027.00","5,002.51","5,71,600","2,85,94,34,965.50","62,879","2,32,103","40.61"
"TITAN","EQ","02-Sep-2026","5,050.00","4,972.00","5,092.00","4,971.50","5,074.00","5,074.00","5,010.76","8,12,660","4,07,20,48,067.00","1,05,525","5,02,689","61.86"
"TITAN","EQ","01-Sep-2026","5,102.40","5,104.00","5,126.50","5,010.50","5,050.00","5,050.00","5,045.26","4,66,855","2,35,54,04,995.00","45,704","1,74,343","37.34"
"TITAN","EQ","31-Aug-2026","5,169.20","5,159.00","5,159.00","5,088.00","5,102.40","5,102.40","5,113.02","6,30,695","3,22,47,54,429.80","39,478","4,66,715","74.00"
