symbol,series,trade_date,prev_close,open_price,high_price,low_price,last_price,close_price,average_price,total_traded_quantity,turnover_inr,no_of_trades,deliverable_qty,deliverable_pct,daily_return,adjustment_factor_applied,adjusted_open_price,adjusted_high_price,adjusted_low_price,adjusted_close_price,adjusted_last_price,adjusted_average_price,adjusted_prev_close,adjusted_daily_return,corporate_action_date,raw_extreme_return,adjusted_extreme_return
BAJFINANCE,EQ,2024-07-11,7054.95,7087.9,7087.9,6930.0,6958.8,6950.3,6971.42,971801,6774835936.6,110645,486869,50.1,-0.0148335565808404,10.0,708.79,708.79,693.0,695.03,695.88,697.142,705.495,-0.014833556580840401,False,False,False
BAJFINANCE,EQ,2024-07-12,6950.3,6996.95,7045.0,6915.05,7008.0,7004.3,6989.82,1068833,7470950108.15,106238,503019,47.06,0.0077694488007711,10.0,699.6949999999999,704.5,691.505,700.4300000000001,700.8,698.982,695.03,0.00776944880077135,False,False,False
BAJFINANCE,EQ,2024-07-15,7004.3,7020.05,7085.0,6995.25,7060.0,7063.75,7052.13,533373,3761416959.1,55149,274006,51.37,0.008487643304827,10.0,702.005,708.5,699.525,706.375,706.0,705.213,700.4300000000001,0.008487643304826875,False,False,False
BAJFINANCE,EQ,2024-07-16,7063.75,7080.0,7090.0,7005.2,7045.0,7059.1,7056.65,558200,3939023748.0,52732,253468,45.41,-0.000658290568041,10.0,708.0,709.0,700.52,705.9100000000001,704.5,705.665,706.375,-0.0006582905680408979,False,False,False
BAJFINANCE,EQ,2024-07-18,7059.1,7047.1,7117.9,6971.15,7104.0,7110.0,7059.68,864605,6103833864.2,103410,348037,40.25,0.0072105509200888,10.0,704.71,711.79,697.115,711.0,710.4,705.9680000000001,705.9100000000001,0.007210550920088821,False,False,False
BAJFINANCE,EQ,2024-07-19,7110.0,7110.0,7110.0,6910.0,6923.0,6932.3,6994.75,938598,6565258706.05,97716,501206,53.4,-0.0249929676511955,10.0,711.0,711.0,691.0,693.23,692.3,699.475,711.0,-0.02499296765119552,False,False,False
BAJFINANCE,EQ,2024-07-22,6932.3,6932.0,6958.6,6849.4,6892.0,6884.25,6906.89,575193,3972796913.85,52812,279370,48.57,-0.0069313214950305,10.0,693.2,695.86,684.9399999999999,688.425,689.2,690.6890000000001,693.23,-0.006931321495030618,False,False,False
BAJFINANCE,EQ,2024-07-23,6884.25,6934.0,6944.85,6620.0,6728.0,6727.1,6762.85,1932212,13067260412.85,203731,775268,40.12,-0.0228274684969314,10.0,693.4,694.485,662.0,672.71,672.8,676.2850000000001,688.425,-0.02282746849693129,False,False,False
BAJFINANCE,EQ,2024-07-24,6727.1,6630.0,6654.7,6541.05,6614.9,6607.15,6582.68,3100626,20410439669.35,303652,1681737,54.24,-0.0178308632248667,10.0,663.0,665.47,654.105,660.7149999999999,661.49,658.268,672.71,-0.01783086322486671,False,False,False
BAJFINANCE,EQ,2024-07-25,6607.15,6560.0,6666.0,6551.45,6660.0,6647.75,6624.67,950965,6299830192.9,87496,444297,46.72,0.0061448582217749,10.0,656.0,666.6,655.145,664.775,666.0,662.467,660.7149999999999,0.006144858221774907,False,False,False
BAJFINANCE,EQ,2024-07-26,6647.75,6675.05,6808.4,6667.1,6799.5,6789.75,6766.26,1110184,7511791200.1,144585,595151,53.61,0.0213606107329547,10.0,667.505,680.8399999999999,666.71,678.975,679.95,676.626,664.775,0.02136061073295492,False,False,False
BAJFINANCE,EQ,2024-07-29,6789.75,6823.85,6855.0,6765.75,6820.0,6812.45,6814.64,748565,5101201683.9,107143,422700,56.47,0.0033432747892043,10.0,682.385,685.5,676.575,681.245,682.0,681.464,678.975,0.0033432747892043757,False,False,False
BAJFINANCE,EQ,2024-07-30,6812.45,6812.45,6899.0,6783.0,6807.1,6823.6,6840.0,1179413,8067189280.9,145013,443728,37.62,0.0016367092602516,10.0,681.245,689.9,678.3,682.36,680.71,684.0,681.245,0.00163670926025139,False,False,False
BAJFINANCE,EQ,2024-07-31,6823.6,6826.95,6855.0,6793.0,6809.45,6806.95,6821.38,889659,6068699460.5,72380,609060,68.46,-0.0024400609648866,10.0,682.6949999999999,685.5,679.3,680.6949999999999,680.9449999999999,682.138,682.36,-0.0024400609648866922,False,False,False
BAJFINANCE,EQ,2024-08-01,6806.95,6831.5,6844.0,6750.0,6768.0,6771.65,6793.27,839523,5703110032.25,79045,520690,62.02,-0.0051858762000602,10.0,683.15,684.4,675.0,677.165,676.8,679.327,680.6949999999999,-0.005185876200060169,False,False,False
BAJFINANCE,EQ,2024-08-02,6771.65,6725.0,6750.0,6673.1,6720.8,6725.0,6723.48,622218,4183469919.4,78327,304157,48.88,-0.0068890152326241,10.0,672.5,675.0,667.3100000000001,672.5,672.08,672.348,677.165,-0.006889015232624196,False,False,False
BAJFINANCE,EQ,2024-08-05,6725.0,6650.0,6650.0,6532.6,6600.0,6596.7,6587.04,944041,6218435946.9,96566,497454,52.69,-0.0190780669144982,10.0,665.0,665.0,653.26,659.67,660.0,658.704,672.5,-0.019078066914498204,False,False,False
BAJFINANCE,EQ,2024-08-06,6596.7,6626.0,6697.0,6511.5,6554.9,6538.35,6583.77,891828,5871590364.8,89592,421317,47.24,-0.0088453317567873,10.0,662.6,669.7,651.15,653.835,655.49,658.3770000000001,659.67,-0.008845331756787367,False,False,False
BAJFINANCE,EQ,2024-08-07,6538.35,6600.0,6659.35,6581.1,6634.0,6637.15,6631.03,464284,3078681121.25,50099,233829,50.36,0.0151108460085493,10.0,660.0,665.9350000000001,658.11,663.7149999999999,663.4,663.103,653.835,0.015110846008549395,False,False,False
BAJFINANCE,EQ,2024-08-08,6637.15,6625.05,6678.05,6571.35,6578.0,6582.2,6616.64,690389,4568057247.85,69608,344834,49.95,-0.0082791559630263,10.0,662.505,667.8050000000001,657.135,658.22,657.8,661.664,663.7149999999999,-0.008279155963026086,False,False,False
BAJFINANCE,EQ,2024-08-09,6582.2,6700.0,6700.0,6591.0,6625.0,6618.2,6613.81,699490,4626292347.2,68270,430543,61.55,0.0054692959800675,10.0,670.0,670.0,659.1,661.8199999999999,662.5,661.3810000000001,658.22,0.00546929598006729,False,False,False
BAJFINANCE,EQ,2024-08-12,6618.2,6619.1,6645.0,6564.05,6600.0,6608.15,6608.56,674887,4460033263.25,57291,403841,59.84,-0.0015185397842314,10.0,661.9100000000001,664.5,656.405,660.8149999999999,660.0,660.856,661.8199999999999,-0.001518539784231332,False,False,False
BAJFINANCE,EQ,2024-08-13,6608.15,6644.95,6644.95,6452.2,6480.0,6465.05,6531.48,1072327,7003886318.05,120346,570746,53.22,-0.0216550774422492,10.0,664.495,664.495,645.22,646.505,648.0,653.1479999999999,660.8149999999999,-0.02165507744224926,False,False,False
BAJFINANCE,EQ,2024-08-14,6465.05,6482.5,6489.95,6430.95,6474.0,6458.5,6454.93,774276,4997895619.3,90976,437223,56.47,-0.0010131398829088,10.0,648.25,648.995,643.095,645.85,647.4,645.493,646.505,-0.0010131398829088534,False,False,False
BAJFINANCE,EQ,2024-08-16,6458.5,6505.0,6600.0,6425.0,6585.95,6590.9,6518.16,753419,4910903764.3,92530,357488,47.45,0.0205001161260354,10.0,650.5,660.0,642.5,659.0899999999999,658.595,651.816,645.85,0.020500116126035195,False,False,False
BAJFINANCE,EQ,2024-08-19,6590.9,6638.0,6656.0,6593.6,6619.0,6616.35,6617.09,528730,3498655983.4,61108,279734,52.91,0.0038613846363926,10.0,663.8,665.6,659.36,661.635,661.9,661.7090000000001,659.0899999999999,0.0038613846363926285,False,False,False
BAJFINANCE,EQ,2024-08-20,6616.35,6647.35,6773.9,6616.35,6710.4,6722.2,6714.28,957159,6426635507.05,115658,490767,51.27,0.0159982467674775,10.0,664.735,677.39,661.635,672.22,671.04,671.428,661.635,0.01599824676747752,False,False,False
BAJFINANCE,EQ,2024-08-21,6722.2,6721.95,6747.3,6695.0,6734.0,6735.35,6730.52,633111,4261169264.1,61864,429646,67.86,0.0019562048139003,10.0,672.1949999999999,674.73,669.5,673.5350000000001,673.4,673.052,672.22,0.001956204813900353,False,False,False
BAJFINANCE,EQ,2024-08-22,6735.35,6750.0,6765.0,6723.9,6745.0,6743.6,6746.48,728260,4913191079.25,79471,502258,68.97,0.001224880666929,10.0,675.0,676.5,672.39,674.36,674.5,674.6479999999999,673.5350000000001,0.0012248806669288292,False,False,False
BAJFINANCE,EQ,2024-08-23,6743.6,6755.0,6762.0,6704.95,6732.0,6735.85,6736.95,618045,4163736372.5,55305,397774,64.36,-0.001149237795836,10.0,675.5,676.2,670.495,673.585,673.2,673.6949999999999,674.36,-0.0011492377958359778,False,False,False
BAJFINANCE,EQ,2024-08-26,6735.85,6776.0,6819.0,6756.05,6782.0,6778.35,6784.13,898343,6094476482.9,69051,625122,69.59,0.0063095229258371,10.0,677.6,681.9,675.605,677.835,678.2,678.413,673.585,0.0063095229258371965,False,False,False
BAJFINANCE,EQ,2024-08-27,6778.35,6778.35,6873.35,6730.0,6865.0,6863.6,6817.94,2035902,13880653632.65,137988,1191716,58.54,0.0125768070400613,10.0,677.835,687.335,673.0,686.36,686.5,681.794,677.835,0.012576807040061366,False,False,False
BAJFINANCE,EQ,2024-08-28,6863.6,6876.0,6917.0,6852.0,6900.0,6900.0,6888.81,848986,5848504187.75,78498,549796,64.76,0.0053033393554402,10.0,687.6,691.7,685.2,690.0,690.0,688.8810000000001,686.36,0.005303339355440251,False,False,False
BAJFINANCE,EQ,2024-08-29,6900.0,6889.05,7158.0,6881.55,7066.65,7063.55,7067.96,2639159,18653471149.9,241887,987836,37.43,0.0237028985507246,10.0,688.905,715.8,688.155,706.355,706.665,706.796,690.0,0.023702898550724605,False,False,False
BAJFINANCE,EQ,2024-08-30,7063.55,7071.05,7215.05,7071.05,7210.0,7200.15,7177.87,2044367,14674202525.3,152391,1112149,54.4,0.0193387177835506,10.0,707.105,721.505,707.105,720.015,721.0,717.787,706.355,0.019338717783550674,False,False,False
